"cdr_ID","calldate","sipcallerip_country_code","sipcalledip_country_code","caller_number_country_code","called_number_country_code"
76102124,"2018-05-01 01:33:27","CA","US","US","US"
76102126,"2018-05-01 01:33:27","CA","US","US","US"
76102129,"2018-05-01 01:33:41","CA","CA","CA","CA"
76102132,"2018-05-01 01:33:41","CA","CA","CA","CA"
76102130,"2018-05-01 01:33:42","CA","CA","CA","CA"
76102133,"2018-05-01 01:33:42","CA","CA","CA","CA"
76102138,"2018-05-01 01:33:49","US","CA","US","X1"
76102139,"2018-05-01 01:33:49","US","CA","US","X1"
76102131,"2018-05-01 01:33:54","CA","CA","CA","CA"
76102134,"2018-05-01 01:33:54","CA","CA","CA","CA"
76102136,"2018-05-01 01:33:55","CA","CA","CA","CA"
76102137,"2018-05-01 01:33:55","CA","CA","CA","CA"
76102135,"2018-05-01 01:34:00","CA","CA","CA","CA"
76102327,"2018-05-01 01:34:34","CA","CA","CA","CA"
76102166,"2018-05-01 01:34:38","CA","CA","CA","CA"
76102328,"2018-05-01 01:34:38","CA","CA","CA","CA"
76102145,"2018-05-01 01:34:41","CA","CA","CA","CA"
76102325,"2018-05-01 01:34:46","CA","CA","CA","CA"
76102326,"2018-05-01 01:34:46","CA","CA","CA","CA"
76102141,"2018-05-01 01:34:50","CA","CA","CA","CA"
76102142,"2018-05-01 01:34:53","CA","CA","CA","CA"
76102424,"2018-05-01 01:34:57","CA","CA","CA","X1"
76102425,"2018-05-01 01:34:58","CA","US","CA","X1"
76102140,"2018-05-01 01:35:01","CA","CA","CA","CA"
76102143,"2018-05-01 01:35:01","CA","CA","CA","CA"
76102195,"2018-05-01 01:35:12","CA","CA","CA","CA"
76102146,"2018-05-01 01:35:13","CA","CA","CA","CA"
76102144,"2018-05-01 01:35:15","FR","US","CA","SE"
76102150,"2018-05-01 01:35:22","CA","CA","CA","CA"
76102149,"2018-05-01 01:35:41","CA","CA","CA","CA"
76102165,"2018-05-01 01:35:46","CA","CA","CA","CA"
76102167,"2018-05-01 01:35:48","CA","CA","CA","CA"
76102147,"2018-05-01 01:35:50","CA","CA","CA","CA"
76102148,"2018-05-01 01:35:50","CA","CA","CA","CA"
76102194,"2018-05-01 01:35:53","CA","CA","CA","CA"
76102170,"2018-05-01 01:35:56","CA","CA","CA","CA"
76102172,"2018-05-01 01:35:56","CA","CA","CA","CA"
76102196,"2018-05-01 01:36:02","CA","CA","CA","CA"
76102198,"2018-05-01 01:36:02","CA","CA","CA","CA"
76102151,"2018-05-01 01:36:26","CA","CA","CA","CA"
76102152,"2018-05-01 01:36:26","CA","CA","CA","CA"
76102588,"2018-05-01 01:36:26","US","CA","CA","CA"
76102587,"2018-05-01 01:36:28","CA","CA","CA","CA"
76102589,"2018-05-01 01:36:36","CA","CA","CA","CA"
76102591,"2018-05-01 01:36:36","CA","CA","CA","CA"
76102168,"2018-05-01 01:36:41","CA","CA","CA","CA"
76102174,"2018-05-01 01:36:41","CA","CA","CA","CA"
76102176,"2018-05-01 01:36:41","CA","CA","CA","CA"
76102169,"2018-05-01 01:36:43","US","CA","US","US"
76102171,"2018-05-01 01:36:43","US","CA","US","US"
76102175,"2018-05-01 01:36:43","CA","CA","CA","CA"
76102177,"2018-05-01 01:36:43","CA","CA","CA","CA"
76102153,"2018-05-01 01:36:50","CA","CA","CA","CA"
76102160,"2018-05-01 01:36:50","CA","CA","CA","CA"
76102154,"2018-05-01 01:36:51","CA","US","CA","CA"
76102156,"2018-05-01 01:36:51","CA","US","CA","CA"
76102158,"2018-05-01 01:36:51","CA","US","CA","CA"
76102161,"2018-05-01 01:36:51","CA","CA","CA","CA"
76102162,"2018-05-01 01:36:51","CA","CA","CA","CA"
76102164,"2018-05-01 01:36:51","CA","US","CA","CA"
76102155,"2018-05-01 01:36:52","CA","US","CA","CA"
76102157,"2018-05-01 01:36:52","CA","US","CA","CA"
76102159,"2018-05-01 01:36:52","CA","US","CA","CA"
76102163,"2018-05-01 01:36:52","CA","US","CA","CA"
76102173,"2018-05-01 01:36:58","FR","US","CA","SE"
76102188,"2018-05-01 01:37:31","CA","CA","CA","CA"
76102189,"2018-05-01 01:37:33","CA","CA","CA","CA"
76102190,"2018-05-01 01:37:40","CA","CA","CA","CA"
76102192,"2018-05-01 01:37:40","CA","CA","CA","CA"
76102181,"2018-05-01 01:37:41","CA","CA","CA","CA"
76102191,"2018-05-01 01:37:42","CA","CA","CA","CA"
76102193,"2018-05-01 01:37:42","CA","CA","CA","CA"
76102178,"2018-05-01 01:37:43","CA","CA","CA","CA"
76102200,"2018-05-01 01:38:41","CA","CA","CA","CA"
76102187,"2018-05-01 01:38:42","CA","CA","CA","CA"
76102186,"2018-05-01 01:38:47","FR","US","CA","SE"
76102207,"2018-05-01 01:39:01","CA","CA","CA","CA"
76102201,"2018-05-01 01:39:02","CA","CA","CA","CA"
76102202,"2018-05-01 01:39:03","CA","CA","CA","CA"
76102204,"2018-05-01 01:39:03","CA","CA","CA","CA"
76102197,"2018-05-01 01:39:12","CA","CA","CA","CA"
76102199,"2018-05-01 01:39:12","CA","CA","CA","CA"
76102203,"2018-05-01 01:39:12","CA","CA","CA","CA"
76102205,"2018-05-01 01:39:12","CA","CA","CA","CA"
76102224,"2018-05-01 01:39:17","CA","CA","CA","CA"
76102225,"2018-05-01 01:39:18","CA","CA","CA","CA"
76102209,"2018-05-01 01:39:50","CA","CA","CA","X1"
76102210,"2018-05-01 01:39:51","CA","CA","CA","X1"
76102215,"2018-05-01 01:39:55","CA","CA","CA","CA"
76102216,"2018-05-01 01:39:57","CA","CA","CA","CA"
76102206,"2018-05-01 01:40:00","CA","CA","CA","X1"
76102208,"2018-05-01 01:40:00","CA","CA","CA","X1"
76102211,"2018-05-01 01:40:03","CA","CA","CA","CA"
76102213,"2018-05-01 01:40:03","CA","CA","CA","CA"
76102212,"2018-05-01 01:40:05","CA","CA","CA","CA"
76102214,"2018-05-01 01:40:05","CA","CA","CA","CA"
76102337,"2018-05-01 01:40:32","CA","CA","CA","CA"
76102336,"2018-05-01 01:40:35","CA","CA","CA","CA"
76102217,"2018-05-01 01:40:39","FR","US","CA","SE"
76102218,"2018-05-01 01:40:44","CA","CA","CA","CA"
76102220,"2018-05-01 01:40:44","CA","CA","CA","CA"
76102338,"2018-05-01 01:40:44","CA","CA","CA","CA"
76102339,"2018-05-01 01:40:44","CA","CA","CA","CA"
76102219,"2018-05-01 01:40:45","CA","US","CA","CA"
76102221,"2018-05-01 01:40:45","CA","US","CA","CA"
76102226,"2018-05-01 01:40:52","CA","CA","CA","CA"
76102227,"2018-05-01 01:40:52","CA","US","CA","CA"
76102229,"2018-05-01 01:40:55","CA","CA","CA","CA"
76102230,"2018-05-01 01:40:55","CA","CA","CA","CA"
76102231,"2018-05-01 01:40:55","CA","CA","CA","CA"
76102232,"2018-05-01 01:40:55","CA","CA","CA","CA"
76102228,"2018-05-01 01:41:01","CA","CA","CA","CA"
76102233,"2018-05-01 01:41:20","CA","CA","CA","CA"
76102234,"2018-05-01 01:41:21","CA","US","CA","CA"
76102239,"2018-05-01 01:41:36","CA","CA","CA","CA"
76102241,"2018-05-01 01:41:36","CA","CA","CA","CA"
76102240,"2018-05-01 01:41:37","CA","CA","CA","CA"
76102242,"2018-05-01 01:41:37","CA","CA","CA","CA"
76102235,"2018-05-01 01:41:54","US","CA","US","CA"
76102237,"2018-05-01 01:41:54","US","CA","US","CA"
76102236,"2018-05-01 01:41:56","CA","US","US","CA"
76102238,"2018-05-01 01:41:56","CA","US","US","CA"
76102244,"2018-05-01 01:41:57","US","CA","US","X1"
76102247,"2018-05-01 01:41:57","US","CA","US","X1"
76102308,"2018-05-01 01:42:04","CA","CA","CA","CA"
76102309,"2018-05-01 01:42:05","CA","CA","CA","CA"
76102301,"2018-05-01 01:42:12","CA","CA","CA","CA"
76102306,"2018-05-01 01:42:12","CA","CA","CA","CA"
76102302,"2018-05-01 01:42:14","CA","CA","CA","CA"
76102307,"2018-05-01 01:42:14","CA","CA","CA","CA"
76102246,"2018-05-01 01:42:24","CA","CA","US","X1"
76102245,"2018-05-01 01:42:26","CA","CA","CA","CA"
76102248,"2018-05-01 01:42:26","CA","CA","CA","CA"
76102249,"2018-05-01 01:42:27","CA","CA","CA","CA"
76102250,"2018-05-01 01:42:27","CA","CA","CA","CA"
76102243,"2018-05-01 01:42:31","FR","US","CA","SE"
76102251,"2018-05-01 01:42:33","CA","CA","CA","CA"
76102252,"2018-05-01 01:42:34","CA","CA","CA","CA"
76102254,"2018-05-01 01:42:34","CA","CA","CA","CA"
76102253,"2018-05-01 01:42:35","CA","CA","CA","CA"
76102255,"2018-05-01 01:42:35","CA","CA","CA","CA"
76102262,"2018-05-01 01:43:06","CA","CA","CA","CA"
76102260,"2018-05-01 01:43:11","CA","CA","CA","CA"
76102261,"2018-05-01 01:43:12","CA","CA","CA","CA"
76102256,"2018-05-01 01:43:19","CA","CA","CA","CA"
76102258,"2018-05-01 01:43:19","CA","CA","CA","CA"
76102257,"2018-05-01 01:43:21","CA","CA","CA","CA"
76102259,"2018-05-01 01:43:21","CA","CA","CA","CA"
76102266,"2018-05-01 01:43:45","CA","CA","CA","CA"
76102268,"2018-05-01 01:43:45","CA","CA","CA","CA"
76102274,"2018-05-01 01:43:46","US","CA","US","US"
76102277,"2018-05-01 01:43:46","US","CA","US","US"
76102267,"2018-05-01 01:43:47","CA","CA","CA","CA"
76102269,"2018-05-01 01:43:47","CA","CA","CA","CA"
76102263,"2018-05-01 01:43:55","FR","US","CA","CA"
76102270,"2018-05-01 01:43:55","FR","US","CA","CA"
76102264,"2018-05-01 01:43:56","FR","US","CA","CA"
76102271,"2018-05-01 01:43:57","FR","US","CA","CA"
76102272,"2018-05-01 01:44:14","US","CA","US","US"
76102273,"2018-05-01 01:44:14","CA","US","US","US"
76102275,"2018-05-01 01:44:14","US","CA","US","US"
76102276,"2018-05-01 01:44:14","CA","US","US","US"
76102265,"2018-05-01 01:44:17","FR","US","CA","SE"
76102299,"2018-05-01 01:44:23","US","CA","US","X1"
76102304,"2018-05-01 01:44:23","US","CA","US","X1"
76102280,"2018-05-01 01:45:00","CA","CA","CA","CA"
76102282,"2018-05-01 01:45:00","CA","CA","CA","CA"
76102281,"2018-05-01 01:45:01","CA","CA","CA","CA"
76102283,"2018-05-01 01:45:01","CA","CA","CA","CA"
76102286,"2018-05-01 01:45:12","US","CA","US","X1"
76102287,"2018-05-01 01:45:12","US","CA","US","X1"
76102278,"2018-05-01 01:45:15","CA","CA","CA","CA"
76102279,"2018-05-01 01:45:15","CA","CA","CA","CA"
76102285,"2018-05-01 01:45:24","CA","CA","CA","CA"
76102841,"2018-05-01 01:45:42","US","CA","US","US"
76102843,"2018-05-01 01:45:42","US","CA","US","US"
76102840,"2018-05-01 01:45:43","CA","US","US","CA"
76102842,"2018-05-01 01:45:43","CA","US","US","CA"
76102349,"2018-05-01 01:46:00","CA","CA","CA","CA"
76102288,"2018-05-01 01:46:02","CA","CA","CA","CA"
76102289,"2018-05-01 01:46:02","CA","CA","CA","CA"
76102290,"2018-05-01 01:46:02","CA","CA","CA","CA"
76102291,"2018-05-01 01:46:02","CA","CA","CA","CA"
76102292,"2018-05-01 01:46:02","CA","CA","CA","CA"
76102293,"2018-05-01 01:46:02","CA","CA","CA","CA"
76102294,"2018-05-01 01:46:02","CA","CA","CA","CA"
76102295,"2018-05-01 01:46:02","CA","CA","CA","CA"
76102296,"2018-05-01 01:46:02","CA","CA","CA","CA"
76102297,"2018-05-01 01:46:02","CA","CA","CA","CA"
76102298,"2018-05-01 01:46:02","CA","CA","CA","CA"
76102350,"2018-05-01 01:46:02","CA","CA","CA","CA"
76102300,"2018-05-01 01:46:04","CA","US","US","US"
76102305,"2018-05-01 01:46:04","CA","US","US","US"
76102284,"2018-05-01 01:46:08","FR","US","CA","SE"
76102354,"2018-05-01 01:46:09","CA","CA","X1","X1"
76102355,"2018-05-01 01:46:09","CA","US","X1","X1"
76102303,"2018-05-01 01:46:22","CA","CA","CA","CA"
76102310,"2018-05-01 01:46:22","CA","CA","CA","CA"
76102311,"2018-05-01 01:46:23","CA","CA","CA","CA"
76102319,"2018-05-01 01:46:23","CA","CA","CA","CA"
76102340,"2018-05-01 01:46:23","CA","CA","CA","CA"
76102342,"2018-05-01 01:46:23","CA","CA","CA","CA"
76102341,"2018-05-01 01:46:24","CA","CA","CA","CA"
76102343,"2018-05-01 01:46:24","CA","CA","CA","CA"
76102333,"2018-05-01 01:46:27","CA","CA","CA","CA"
76102334,"2018-05-01 01:46:28","CA","US","CA","CA"
76102374,"2018-05-01 01:46:46","CA","CA","CA","CA"
76102375,"2018-05-01 01:46:48","CA","CA","CA","CA"
76102314,"2018-05-01 01:46:53","CA","CA","CA","CA"
76102318,"2018-05-01 01:46:53","CA","CA","CA","CA"
76102312,"2018-05-01 01:46:54","CA","US","CA","CA"
76102315,"2018-05-01 01:46:54","CA","US","CA","CA"
76102316,"2018-05-01 01:46:54","CA","CA","CA","CA"
76102320,"2018-05-01 01:46:54","CA","US","CA","CA"
76102322,"2018-05-01 01:46:54","CA","CA","CA","CA"
76102324,"2018-05-01 01:46:54","CA","US","CA","CA"
76102313,"2018-05-01 01:46:55","CA","US","CA","CA"
76102317,"2018-05-01 01:46:55","CA","US","CA","CA"
76102321,"2018-05-01 01:46:55","CA","US","CA","CA"
76102323,"2018-05-01 01:46:55","CA","US","CA","CA"
76102329,"2018-05-01 01:46:55","CA","CA","US","X1"
76102331,"2018-05-01 01:46:55","CA","CA","US","X1"
76102330,"2018-05-01 01:46:57","CA","IE","US","X1"
76102332,"2018-05-01 01:46:57","CA","IE","US","X1"
76102335,"2018-05-01 01:47:56","FR","US","CA","SE"
76102358,"2018-05-01 01:48:17","CA","CA","CA","X1"
76102364,"2018-05-01 01:48:17","CA","CA","CA","X1"
76102356,"2018-05-01 01:48:26","US","CA","US","US"
76102362,"2018-05-01 01:48:26","US","CA","US","US"
76102376,"2018-05-01 01:48:49","CA","CA","CA","CA"
76102377,"2018-05-01 01:48:52","CA","CA","CA","CA"
76102357,"2018-05-01 01:48:54","CA","US","US","US"
76102363,"2018-05-01 01:48:54","CA","US","US","US"
76102368,"2018-05-01 01:48:54","CA","CA","CA","CA"
76102372,"2018-05-01 01:48:54","CA","CA","CA","CA"
76102367,"2018-05-01 01:48:55","CA","US","CA","CA"
76102371,"2018-05-01 01:48:55","CA","US","CA","CA"
76102378,"2018-05-01 01:48:58","CA","CA","CA","CA"
76102380,"2018-05-01 01:48:58","CA","CA","CA","CA"
76102344,"2018-05-01 01:48:59","CA","CA","CA","CA"
76102379,"2018-05-01 01:49:00","CA","CA","CA","CA"
76102381,"2018-05-01 01:49:00","CA","CA","CA","CA"
76102345,"2018-05-01 01:49:02","CA","CA","CA","CA"
76102347,"2018-05-01 01:49:02","CA","CA","CA","CA"
76102346,"2018-05-01 01:49:04","CA","CA","CA","CA"
76102348,"2018-05-01 01:49:04","CA","CA","CA","CA"
76102351,"2018-05-01 01:49:10","CA","US","CA","CA"
76102352,"2018-05-01 01:49:21","US","CA","CA","CA"
76102360,"2018-05-01 01:49:23","CA","CA","CA","CA"
76102361,"2018-05-01 01:49:28","CA","CA","CA","X1"
76102366,"2018-05-01 01:49:28","CA","CA","CA","CA"
76102370,"2018-05-01 01:49:28","CA","CA","CA","CA"
76102369,"2018-05-01 01:49:29","CA","CA","CA","CA"
76102373,"2018-05-01 01:49:29","CA","CA","CA","CA"
76102359,"2018-05-01 01:49:37","CA","CA","CA","X1"
76102365,"2018-05-01 01:49:37","CA","CA","CA","X1"
76102353,"2018-05-01 01:49:46","FR","US","CA","SE"
76102391,"2018-05-01 01:49:46","US","CA","CA","CA"
76102390,"2018-05-01 01:49:48","CA","CA","CA","CA"
76102393,"2018-05-01 01:49:56","CA","CA","CA","CA"
76102396,"2018-05-01 01:49:56","CA","CA","CA","CA"
76102394,"2018-05-01 01:50:58","CA","CA","CA","CA"
76102397,"2018-05-01 01:50:58","CA","CA","CA","CA"
76102395,"2018-05-01 01:50:59","CA","CA","CA","CA"
76102398,"2018-05-01 01:50:59","CA","CA","CA","CA"
76102402,"2018-05-01 01:51:13","US","CA","US","X1"
76102404,"2018-05-01 01:51:13","US","CA","US","X1"
76102382,"2018-05-01 01:51:14","CA","CA","CA","CA"
76102403,"2018-05-01 01:51:15","US","CA","US","US"
76102406,"2018-05-01 01:51:15","US","CA","US","US"
76102383,"2018-05-01 01:51:16","CA","CA","CA","CA"
76102392,"2018-05-01 01:51:26","CA","CA","CA","CA"
76102389,"2018-05-01 01:51:27","CA","CA","CA","CA"
76102399,"2018-05-01 01:51:31","CA","CA","CA","CA"
76102400,"2018-05-01 01:51:32","CA","CA","CA","CA"
76102410,"2018-05-01 01:51:38","CA","CA","CA","CA"
76102409,"2018-05-01 01:51:40","CA","CA","CA","CA"
76102384,"2018-05-01 01:51:41","FR","US","CA","SE"
76102408,"2018-05-01 01:51:44","CA","CA","CA","CA"
76102387,"2018-05-01 01:51:46","CA","CA","CA","CA"
76102388,"2018-05-01 01:51:46","CA","CA","CA","CA"
76102407,"2018-05-01 01:51:46","CA","CA","CA","CA"
76102411,"2018-05-01 01:51:49","CA","CA","CA","CA"
76102412,"2018-05-01 01:51:49","CA","CA","CA","CA"
76102385,"2018-05-01 01:51:55","CA","CA","CA","CA"
76102386,"2018-05-01 01:51:55","CA","CA","CA","CA"
76102401,"2018-05-01 01:51:55","CA","CA","CA","CA"
76102405,"2018-05-01 01:51:55","CA","CA","CA","CA"
76102427,"2018-05-01 01:52:39","CA","CA","CA","CA"
76102426,"2018-05-01 01:52:41","CA","CA","CA","CA"
76102500,"2018-05-01 01:52:48","CA","CA","CA","CA"
76102499,"2018-05-01 01:52:49","CA","CA","CA","CA"
76102428,"2018-05-01 01:52:50","CA","CA","CA","CA"
76102429,"2018-05-01 01:52:50","CA","CA","CA","CA"
76102497,"2018-05-01 01:52:58","CA","CA","CA","CA"
76102498,"2018-05-01 01:52:58","CA","CA","CA","CA"
76102414,"2018-05-01 01:53:05","CA","CA","CA","CA"
76102417,"2018-05-01 01:53:05","CA","CA","CA","CA"
76102415,"2018-05-01 01:53:06","CA","CA","CA","CA"
76102418,"2018-05-01 01:53:06","CA","CA","CA","CA"
76102413,"2018-05-01 01:53:25","FR","US","CA","SE"
76102416,"2018-05-01 01:53:58","CA","CA","CA","CA"
76102419,"2018-05-01 01:53:58","CA","CA","CA","CA"
76102422,"2018-05-01 01:53:58","CA","CA","CA","CA"
76102423,"2018-05-01 01:53:58","CA","CA","CA","CA"
76102439,"2018-05-01 01:54:10","US","CA","US","US"
76102441,"2018-05-01 01:54:10","US","CA","US","US"
76102420,"2018-05-01 01:54:14","FR","US","CA","CA"
76102430,"2018-05-01 01:54:14","FR","US","CA","CA"
76102421,"2018-05-01 01:54:15","FR","US","CA","CA"
76102431,"2018-05-01 01:54:16","FR","US","CA","CA"
76102440,"2018-05-01 01:54:37","CA","US","US","US"
76102442,"2018-05-01 01:54:37","CA","US","US","US"
76102432,"2018-05-01 01:54:54","CA","CA","CA","CA"
76102433,"2018-05-01 01:54:54","CA","CA","CA","CA"
76102434,"2018-05-01 01:55:22","FR","US","X1","SE"
76102443,"2018-05-01 01:55:26","CA","CA","CA","CA"
76102445,"2018-05-01 01:55:26","CA","CA","CA","CA"
76102444,"2018-05-01 01:55:27","CA","CA","CA","CA"
76102446,"2018-05-01 01:55:27","CA","CA","CA","CA"
76102435,"2018-05-01 01:55:29","CA","CA","CA","CA"
76102436,"2018-05-01 01:55:32","CA","CA","CA","CA"
76102437,"2018-05-01 01:55:40","CA","CA","CA","CA"
76102438,"2018-05-01 01:55:40","CA","CA","CA","CA"
76102447,"2018-05-01 01:56:05","CA","CA","CA","CA"
76102448,"2018-05-01 01:56:37","CA","CA","CA","CA"
76102449,"2018-05-01 01:56:37","CA","CA","CA","CA"
76102450,"2018-05-01 01:56:38","CA","CA","CA","CA"
76102451,"2018-05-01 01:56:38","CA","CA","CA","CA"
76102456,"2018-05-01 01:56:38","CA","CA","CA","X1"
76102457,"2018-05-01 01:56:38","CA","CA","CA","X1"
76102453,"2018-05-01 01:56:39","CA","CA","CA","CA"
76102454,"2018-05-01 01:56:39","CA","US","US","CA"
76102455,"2018-05-01 01:56:39","CA","US","US","CA"
76102480,"2018-05-01 01:57:02","CA","CA","CA","CA"
76102482,"2018-05-01 01:57:02","CA","CA","CA","CA"
76102481,"2018-05-01 01:57:03","CA","CA","CA","CA"
76102483,"2018-05-01 01:57:03","CA","CA","CA","CA"
76102452,"2018-05-01 01:57:10","FR","US","CA","SE"
76102458,"2018-05-01 01:57:22","CA","CA","CA","CA"
76102506,"2018-05-01 01:57:42","CA","CA","CA","CA"
76102507,"2018-05-01 01:57:44","CA","CA","CA","CA"
76102518,"2018-05-01 01:57:51","CA","CA","CA","CA"
76102521,"2018-05-01 01:57:51","CA","CA","CA","CA"
76102504,"2018-05-01 01:57:53","CA","CA","CA","CA"
76102505,"2018-05-01 01:57:53","CA","CA","CA","CA"
76102459,"2018-05-01 01:58:01","CA","CA","CA","CA"
76102460,"2018-05-01 01:58:02","CA","US","CA","CA"
76102462,"2018-05-01 01:58:08","CA","CA","CA","CA"
76102463,"2018-05-01 01:58:10","CA","CA","CA","CA"
76102461,"2018-05-01 01:58:11","CA","CA","CA","CA"
76102464,"2018-05-01 01:58:19","CA","CA","CA","CA"
76102465,"2018-05-01 01:58:19","CA","CA","CA","CA"
76102467,"2018-05-01 01:58:27","CA","CA","CA","CA"
76102466,"2018-05-01 01:59:01","FR","US","CA","SE"
76102468,"2018-05-01 01:59:03","CA","CA","CA","CA"
76102469,"2018-05-01 01:59:06","CA","CA","CA","CA"
76102470,"2018-05-01 01:59:15","CA","CA","CA","CA"
76102471,"2018-05-01 01:59:15","CA","CA","CA","CA"
76102472,"2018-05-01 02:00:02","CA","CA","CA","CA"
76102476,"2018-05-01 02:00:28","CA","CA","CA","CA"
76102477,"2018-05-01 02:00:30","CA","CA","CA","CA"
76102478,"2018-05-01 02:00:36","CA","CA","CA","CA"
76102473,"2018-05-01 02:00:38","CA","CA","CA","CA"
76102474,"2018-05-01 02:00:38","CA","CA","CA","CA"
76102479,"2018-05-01 02:00:38","CA","CA","CA","CA"
76102475,"2018-05-01 02:00:54","FR","US","CA","SE"
76102484,"2018-05-01 02:01:51","CA","CA","CA","CA"
76102485,"2018-05-01 02:01:51","CA","CA","CA","CA"
76102486,"2018-05-01 02:01:52","CA","CA","CA","CA"
76102487,"2018-05-01 02:01:52","CA","CA","CA","CA"
76102495,"2018-05-01 02:02:21","CA","CA","CA","CA"
76102496,"2018-05-01 02:02:21","CA","CA","CA","CA"
76102510,"2018-05-01 02:02:22","US","CA","CA","CA"
76102511,"2018-05-01 02:02:23","CA","CA","CA","CA"
76102489,"2018-05-01 02:02:29","CA","CA","CA","CA"
76102492,"2018-05-01 02:02:29","CA","CA","CA","CA"
76102490,"2018-05-01 02:02:30","CA","CA","CA","CA"
76102491,"2018-05-01 02:02:30","CA","CA","CA","CA"
76102493,"2018-05-01 02:02:30","CA","CA","CA","CA"
76102494,"2018-05-01 02:02:30","CA","CA","CA","CA"
76102508,"2018-05-01 02:02:32","CA","CA","CA","CA"
76102509,"2018-05-01 02:02:32","CA","CA","CA","CA"
76102488,"2018-05-01 02:02:45","FR","US","CA","SE"
76102519,"2018-05-01 02:02:49","CA","CA","CA","CA"
76102523,"2018-05-01 02:02:49","CA","CA","CA","CA"
76102520,"2018-05-01 02:02:50","CA","CA","CA","CA"
76102522,"2018-05-01 02:02:50","CA","CA","CA","CA"
76102593,"2018-05-01 02:03:45","US","CA","CA","CA"
76102594,"2018-05-01 02:03:46","CA","CA","CA","CA"
76102590,"2018-05-01 02:03:55","CA","CA","CA","CA"
76102592,"2018-05-01 02:03:55","CA","CA","CA","CA"
76102555,"2018-05-01 02:03:58","CA","CA","CA","CA"
76102554,"2018-05-01 02:04:01","CA","CA","CA","CA"
76102552,"2018-05-01 02:04:10","CA","CA","CA","CA"
76102553,"2018-05-01 02:04:10","CA","CA","CA","CA"
76102512,"2018-05-01 02:04:13","FR","US","CA","CA"
76102501,"2018-05-01 02:04:15","FR","US","CA","CA"
76102502,"2018-05-01 02:04:15","FR","US","CA","CA"
76102515,"2018-05-01 02:04:16","FR","US","CA","CA"
76102503,"2018-05-01 02:04:29","FR","US","X1","SE"
76102513,"2018-05-01 02:04:52","CA","CA","CA","CA"
76102514,"2018-05-01 02:04:52","CA","CA","CA","CA"
76102516,"2018-05-01 02:04:53","CA","CA","CA","CA"
76102517,"2018-05-01 02:04:53","CA","CA","CA","CA"
76102531,"2018-05-01 02:05:49","US","CA","US","X1"
76102534,"2018-05-01 02:05:49","US","CA","US","X1"
76102524,"2018-05-01 02:05:53","CA","CA","CA","CA"
76102545,"2018-05-01 02:05:58","CA","CA","CA","CA"
76102546,"2018-05-01 02:05:59","CA","CA","CA","CA"
76102529,"2018-05-01 02:06:01","CA","CA","CA","CA"
76102532,"2018-05-01 02:06:01","CA","CA","CA","CA"
76102525,"2018-05-01 02:06:02","CA","CA","CA","CA"
76102526,"2018-05-01 02:06:02","CA","CA","CA","CA"
76102527,"2018-05-01 02:06:02","CA","CA","CA","CA"
76102528,"2018-05-01 02:06:02","CA","CA","CA","CA"
76102530,"2018-05-01 02:06:02","CA","CA","CA","CA"
76102533,"2018-05-01 02:06:02","CA","CA","CA","CA"
76102537,"2018-05-01 02:06:13","CA","CA","CA","CA"
76102540,"2018-05-01 02:06:20","CA","CA","CA","CA"
76102543,"2018-05-01 02:06:20","CA","CA","CA","CA"
76102535,"2018-05-01 02:06:22","CA","CA","CA","CA"
76102536,"2018-05-01 02:06:22","CA","CA","CA","CA"
76102538,"2018-05-01 02:06:22","CA","CA","CA","CA"
76102539,"2018-05-01 02:06:22","CA","CA","CA","CA"
76102541,"2018-05-01 02:06:22","CA","CA","CA","CA"
76102544,"2018-05-01 02:06:22","CA","CA","CA","CA"
76102542,"2018-05-01 02:06:28","FR","US","CA","SE"
76102548,"2018-05-01 02:07:18","CA","CA","CA","CA"
76102549,"2018-05-01 02:07:18","CA","CA","CA","CA"
76102547,"2018-05-01 02:07:19","CA","CA","CA","CA"
76102550,"2018-05-01 02:07:19","CA","CA","CA","CA"
76102627,"2018-05-01 02:07:56","CA","CA","CA","CA"
76102628,"2018-05-01 02:07:59","CA","CA","CA","CA"
76102629,"2018-05-01 02:08:07","CA","CA","CA","CA"
76102634,"2018-05-01 02:08:07","CA","CA","CA","CA"
76102551,"2018-05-01 02:08:22","FR","US","CA","SE"
76102556,"2018-05-01 02:08:36","CA","CA","X1","CA"
76102560,"2018-05-01 02:09:03","US","CA","US","US"
76102563,"2018-05-01 02:09:03","US","CA","US","US"
76102564,"2018-05-01 02:09:06","US","CA","US","X1"
76102566,"2018-05-01 02:09:06","US","CA","US","X1"
76102558,"2018-05-01 02:09:30","US","CA","US","US"
76102559,"2018-05-01 02:09:30","CA","US","US","US"
76102561,"2018-05-01 02:09:30","US","CA","US","US"
76102562,"2018-05-01 02:09:30","CA","US","US","US"
76102557,"2018-05-01 02:10:10","FR","US","CA","SE"
76102565,"2018-05-01 02:10:41","CA","US","US","US"
76102567,"2018-05-01 02:10:41","CA","US","US","US"
76102568,"2018-05-01 02:11:04","CA","CA","CA","CA"
76102569,"2018-05-01 02:11:10","CA","CA","CA","X1"
76102570,"2018-05-01 02:11:18","CA","CA","CA","X1"
76102571,"2018-05-01 02:11:18","CA","CA","CA","X1"
76102572,"2018-05-01 02:11:58","FR","US","CA","SE"
76102573,"2018-05-01 02:12:59","CA","CA","X1","CA"
76102577,"2018-05-01 02:12:59","CA","CA","CA","CA"
