"cdr_ID","calldate","custom_header1","fbasename","match_header","GeoPosition","spool_index"
76101215,"2018-05-01 00:26:32",NULL,"4c59cf6e-4cd6-11e8-8ded-0d3c4b5a369c",NULL,NULL,NULL
76101216,"2018-05-01 00:25:21",NULL,"27379018-4cd6-11e8-81da-e347ddf0485a",NULL,NULL,NULL
76101217,"2018-05-01 00:25:19",NULL,"bb7729bc-d760ec47-5e0c65e2@192.168.14.108",NULL,NULL,NULL
76101218,"2018-05-01 00:25:29",NULL,"27379018-4cd6-11e8-81da-e347ddf0485a",NULL,NULL,NULL
76101219,"2018-05-01 00:25:29",NULL,"27379018-4cd6-11e8-81da-e347ddf0485a",NULL,NULL,NULL
76101220,"2018-05-01 00:26:18",NULL,"1254254358-3734123186-485107832@IRISMSC7.iristel.net",NULL,NULL,NULL
76101221,"2018-05-01 00:26:54",NULL,"451340003-1076357782-1643167965",NULL,NULL,NULL
76101222,"2018-05-01 00:25:30",NULL,"1-b75e419d0a020200.3cd3ae4b@68.68.119.104",NULL,NULL,NULL
76101223,"2018-05-01 00:26:57",NULL,"5b4e3d2a-4cd6-11e8-b181-2f851045dcd1",NULL,NULL,NULL
76101224,"2018-05-01 00:26:09",NULL,"1254252699-3734123169-1339272791@IRISMSC7.iristel.net",NULL,NULL,NULL
76101225,"2018-05-01 00:25:30",NULL,"1-b75e419d0a020200.3cd3ae4b@68.68.119.104",NULL,NULL,NULL
76101226,"2018-05-01 00:26:57",NULL,"5b4e3d2a-4cd6-11e8-b181-2f851045dcd1",NULL,NULL,NULL
76101227,"2018-05-01 00:26:09",NULL,"1254252699-3734123169-1339272791@IRISMSC7.iristel.net",NULL,NULL,NULL
76101228,"2018-05-01 00:26:20",NULL,"4a3778d0-4cd6-11e8-8dd3-0d3c4b5a369c",NULL,NULL,NULL
76101229,"2018-05-01 00:26:30",NULL,"1-b75e4a9d0a020200.2de0fce2@68.68.119.104",NULL,NULL,NULL
76101231,"2018-05-01 00:27:24",NULL,"6b57fa30-4cd6-11e8-b226-2f851045dcd1",NULL,NULL,NULL
76101232,"2018-05-01 00:26:30",NULL,"1-b75e4a9d0a020200.2de0fce2@68.68.119.104",NULL,NULL,NULL
76101234,"2018-05-01 00:27:24",NULL,"6b57fa30-4cd6-11e8-b226-2f851045dcd1",NULL,NULL,NULL
76101237,"2018-05-01 00:26:20",NULL,"1-b75e49310a020200.550ca5e1@68.68.119.104",NULL,NULL,NULL
76101240,"2018-05-01 00:27:10",NULL,"632a5b32-4cd6-11e8-b1cf-2f851045dcd1",NULL,NULL,NULL
76101241,"2018-05-01 00:26:20",NULL,"1-b75e49310a020200.550ca5e1@68.68.119.104",NULL,NULL,NULL
76101244,"2018-05-01 00:27:10",NULL,"632a5b32-4cd6-11e8-b1cf-2f851045dcd1",NULL,NULL,NULL
76101245,"2018-05-01 00:26:59",NULL,"1-b75e4f000a020200.732950cb@68.68.119.104",NULL,NULL,NULL
76101246,"2018-05-01 00:27:38",NULL,"73ceaea2-4cd6-11e8-98ae-ddd3ed43b001",NULL,NULL,NULL
76101247,"2018-05-01 00:26:59",NULL,"1-b75e4f000a020200.732950cb@68.68.119.104",NULL,NULL,NULL
76101248,"2018-05-01 00:27:38",NULL,"73ceaea2-4cd6-11e8-98ae-ddd3ed43b001",NULL,NULL,NULL
76101249,"2018-05-01 00:27:39",NULL,"4487d8e6746ffcde",NULL,NULL,NULL
76101250,"2018-05-01 00:19:44",NULL,"5987b134-4cd5-11e8-bfc4-f9bd34d2010b",NULL,NULL,NULL
76101251,"2018-05-01 00:19:42",NULL,"6f4335af-bde1dd6f@192.168.2.249",NULL,NULL,NULL
76101252,"2018-05-01 00:27:23",NULL,"1-b75e52910a020200.2c4860ef@68.68.119.104",NULL,NULL,NULL
76101253,"2018-05-01 00:27:53",NULL,"7c9f7a0c-4cd6-11e8-8203-e347ddf0485a",NULL,NULL,NULL
76101254,"2018-05-01 00:26:46",NULL,"54a097de-4cd6-11e8-8e16-0d3c4b5a369c",NULL,NULL,NULL
76101255,"2018-05-01 00:19:44",NULL,"5987b134-4cd5-11e8-bfc4-f9bd34d2010b",NULL,NULL,NULL
76101256,"2018-05-01 00:19:42",NULL,"6f4335af-bde1dd6f@192.168.2.249",NULL,NULL,NULL
76101257,"2018-05-01 00:27:23",NULL,"1-b75e52910a020200.2c4860ef@68.68.119.104",NULL,NULL,NULL
76101258,"2018-05-01 00:27:53",NULL,"7c9f7a0c-4cd6-11e8-8203-e347ddf0485a",NULL,NULL,NULL
76101259,"2018-05-01 00:26:46",NULL,"54a097de-4cd6-11e8-8e16-0d3c4b5a369c",NULL,NULL,NULL
76101260,"2018-05-01 00:26:35",NULL,"2c3c0594-16c13395@192.168.171.54",NULL,NULL,NULL
76101261,"2018-05-01 00:26:37",NULL,"54a097de-4cd6-11e8-8e16-0d3c4b5a369c",NULL,NULL,NULL
76101262,"2018-05-01 00:27:43",NULL,"1254263397-3734123272-279740114@IRISMSC7.iristel.net",NULL,NULL,NULL
76101263,"2018-05-01 00:27:44",NULL,"7c9f7a0c-4cd6-11e8-8203-e347ddf0485a",NULL,NULL,NULL
76101264,"2018-05-01 00:25:23",NULL,"2364ee0e-4cd6-11e8-8d8e-0d3c4b5a369c",NULL,NULL,NULL
76101265,"2018-05-01 00:28:13",NULL,"555381807-493843546-1374491951",NULL,NULL,NULL
76101266,"2018-05-01 00:28:12",NULL,"122809721-1759804262-1726202438",NULL,NULL,NULL
76101267,"2018-05-01 00:25:23",NULL,"2364ee0e-4cd6-11e8-8d8e-0d3c4b5a369c",NULL,NULL,NULL
76101268,"2018-05-01 00:25:14",NULL,"2364ee0e-4cd6-11e8-8d8e-0d3c4b5a369c",NULL,NULL,NULL
76101269,"2018-05-01 00:25:12",NULL,"fc37a510f93d01b0",NULL,NULL,NULL
76101270,"2018-05-01 00:28:34",NULL,"1-b75e5ca30a020200.41f2a551@68.68.119.104",NULL,NULL,NULL
76101271,"2018-05-01 00:28:22",NULL,"8e145df2-4cd6-11e8-9f90-5dca86831630",NULL,NULL,NULL
76101272,"2018-05-01 00:28:21",NULL,"b3b971a6-ee5273cd@192.168.1.147",NULL,NULL,NULL
76101273,"2018-05-01 00:28:34",NULL,"1-b75e5ca30a020200.41f2a551@68.68.119.104",NULL,NULL,NULL
76101274,"2018-05-01 00:28:21",NULL,"b3b971a6-ee5273cd@192.168.1.147",NULL,NULL,NULL
76101275,"2018-05-01 00:28:22",NULL,"8e145df2-4cd6-11e8-9f90-5dca86831630",NULL,NULL,NULL
76101276,"2018-05-01 00:28:48",NULL,"1465562504-1972969507-1019415181",NULL,NULL,NULL
76101277,"2018-05-01 00:28:37",NULL,"1-b75e5cfa0a020200.33834f1f@68.68.119.104",NULL,NULL,NULL
76101278,"2018-05-01 00:28:37",NULL,"1-b75e5cfa0a020200.33834f1f@68.68.119.104",NULL,NULL,NULL
76101279,"2018-05-01 00:27:51",NULL,"808c5ea0-4cd6-11e8-823b-e347ddf0485a",NULL,NULL,NULL
76101280,"2018-05-01 00:28:40",NULL,"1254269386-3734123329-1317149817@IRISMSC7.iristel.net",NULL,NULL,NULL
76101281,"2018-05-01 00:27:49",NULL,"8c3147499b974633",NULL,NULL,NULL
76101282,"2018-05-01 00:28:47",NULL,"1254270110-3734123336-151586844@IRISMSC7.iristel.net",NULL,NULL,NULL
76101283,"2018-05-01 00:28:47",NULL,"9eb4e744-4cd6-11e8-8261-e347ddf0485a",NULL,NULL,NULL
76101284,"2018-05-01 00:27:59",NULL,"808c5ea0-4cd6-11e8-823b-e347ddf0485a",NULL,NULL,NULL
76101285,"2018-05-01 00:27:59",NULL,"808c5ea0-4cd6-11e8-823b-e347ddf0485a",NULL,NULL,NULL
76101286,"2018-05-01 00:28:12",NULL,"190418712-107990881-581250032",NULL,NULL,NULL
76101287,"2018-05-01 00:28:14",NULL,"602712234-829117112-1558552217",NULL,NULL,NULL
76101288,"2018-05-01 00:28:41",NULL,"9eb4a7f2-4cd6-11e8-8255-e347ddf0485a",NULL,NULL,NULL
76101289,"2018-05-01 00:28:41",NULL,"9eb502e2-4cd6-11e8-8267-e347ddf0485a",NULL,NULL,NULL
76101290,"2018-05-01 00:28:52",NULL,"9eb4c87c-4cd6-11e8-825b-e347ddf0485a",NULL,NULL,NULL
76101291,"2018-05-01 00:28:57",NULL,"a3004e92-4cd6-11e8-8e9b-0d3c4b5a369c",NULL,NULL,NULL
76101292,"2018-05-01 00:28:46",NULL,"9563827d-1bdf6563-2d0ddc75@10.10.2.101",NULL,NULL,NULL
76101293,"2018-05-01 00:28:49",NULL,"a3004e92-4cd6-11e8-8e9b-0d3c4b5a369c",NULL,NULL,NULL
76101294,"2018-05-01 00:28:57",NULL,"a3004e92-4cd6-11e8-8e9b-0d3c4b5a369c",NULL,NULL,NULL
76101295,"2018-05-01 00:26:23",NULL,"4c73185c-4cd6-11e8-8df7-0d3c4b5a369c",NULL,NULL,NULL
76101296,"2018-05-01 00:26:21",NULL,"6305215d-e8f6d8@192.168.1.185",NULL,NULL,NULL
76101297,"2018-05-01 00:26:32",NULL,"4c73185c-4cd6-11e8-8df7-0d3c4b5a369c",NULL,NULL,NULL
76101298,"2018-05-01 00:26:32",NULL,"4c73185c-4cd6-11e8-8df7-0d3c4b5a369c",NULL,NULL,NULL
76101299,"2018-05-01 00:28:06",NULL,"0_133634065@192.168.1.205",NULL,NULL,NULL
76101300,"2018-05-01 00:28:08",NULL,"85cac03c-4cd6-11e8-8e6f-0d3c4b5a369c",NULL,NULL,NULL
76101301,"2018-05-01 00:28:06",NULL,"0_133634065@192.168.1.205",NULL,NULL,NULL
76101302,"2018-05-01 00:28:08",NULL,"85cac03c-4cd6-11e8-8e6f-0d3c4b5a369c",NULL,NULL,NULL
76101303,"2018-05-01 00:13:31",NULL,"7afe0cba-4cd4-11e8-bdb0-e347ddf0485a",NULL,NULL,NULL
76101304,"2018-05-01 00:13:21",NULL,"be336cb7-373b170b@localhost",NULL,NULL,NULL
76101305,"2018-05-01 00:27:58",NULL,"0_133634065@192.168.1.205",NULL,NULL,NULL
76101306,"2018-05-01 00:28:00",NULL,"85cac03c-4cd6-11e8-8e6f-0d3c4b5a369c",NULL,NULL,NULL
76101307,"2018-05-01 00:13:31",NULL,"7afe0cba-4cd4-11e8-bdb0-e347ddf0485a",NULL,NULL,NULL
76101308,"2018-05-01 00:13:22",NULL,"7afe0cba-4cd4-11e8-bdb0-e347ddf0485a",NULL,NULL,NULL
76101309,"2018-05-01 00:29:42",NULL,"1254275783-3734123391-235763162@IRISMSC7.iristel.net",NULL,NULL,NULL
76101310,"2018-05-01 00:30:19",NULL,"d3fc25e8-4cd6-11e8-82a9-e347ddf0485a",NULL,NULL,NULL
76101311,"2018-05-01 00:29:43",NULL,"c37dc2d0-4cd6-11e8-8ec9-0d3c4b5a369c",NULL,NULL,NULL
76101312,"2018-05-01 00:30:09",NULL,"Cdfqcer5J3t9X_sHP8o0zg..",NULL,NULL,NULL
76101313,"2018-05-01 00:30:11",NULL,"d3fc25e8-4cd6-11e8-82a9-e347ddf0485a",NULL,NULL,NULL
76101314,"2018-05-01 00:30:19",NULL,"d3fc25e8-4cd6-11e8-82a9-e347ddf0485a",NULL,NULL,NULL
76101315,"2018-05-01 00:30:38",NULL,"641424426-1582407924-1574604031",NULL,NULL,NULL
76101316,"2018-05-01 00:30:19",NULL,"1254278703-3734123419-1610270237@IRISMSC7.iristel.net",NULL,NULL,NULL
76101317,"2018-05-01 00:30:20",NULL,"d4948cc0-4cd6-11e8-80da-f9bd34d2010b",NULL,NULL,NULL
76101318,"2018-05-01 00:30:19",NULL,"1254278703-3734123419-1610270237@IRISMSC7.iristel.net",NULL,NULL,NULL
76101319,"2018-05-01 00:30:20",NULL,"d4948cc0-4cd6-11e8-80da-f9bd34d2010b",NULL,NULL,NULL
76101320,"2018-05-01 00:29:08",NULL,"1-b75e615e0a020200.6d7fbebe@68.68.119.104",NULL,NULL,NULL
76101321,"2018-05-01 00:29:08",NULL,"1-b75e615e0a020200.6d7fbebe@68.68.119.104",NULL,NULL,NULL
76101322,"2018-05-01 00:30:29",NULL,"d98bf312-4cd6-11e8-8ef5-0d3c4b5a369c",NULL,NULL,NULL
76101323,"2018-05-01 00:30:29",NULL,"d98bf312-4cd6-11e8-8ef5-0d3c4b5a369c",NULL,NULL,NULL
76101324,"2018-05-01 00:30:19",NULL,"NbLdXpyF1AT9lDfCJ-B0Pw..",NULL,NULL,NULL
76101325,"2018-05-01 00:30:20",NULL,"d98bf312-4cd6-11e8-8ef5-0d3c4b5a369c",NULL,NULL,NULL
76101326,"2018-05-01 00:31:41",NULL,"09a12388-4cd7-11e8-82f4-e347ddf0485a",NULL,NULL,NULL
76101327,"2018-05-01 00:31:39",NULL,"b92f6872-65da5859-df4501f8@192.168.171.74",NULL,NULL,NULL
76101328,"2018-05-01 00:31:49",NULL,"09a12388-4cd7-11e8-82f4-e347ddf0485a",NULL,NULL,NULL
76101329,"2018-05-01 00:31:49",NULL,"09a12388-4cd7-11e8-82f4-e347ddf0485a",NULL,NULL,NULL
76101330,"2018-05-01 00:32:29",NULL,"541193694-2099386473-941543437",NULL,NULL,NULL
76101331,"2018-05-01 00:32:22",NULL,"1254292576-3734123551-2087322894@IRISMSC7.iristel.net",NULL,NULL,NULL
76101332,"2018-05-01 00:32:23",NULL,"22f7d7dc-4cd7-11e8-830d-e347ddf0485a",NULL,NULL,NULL
76101333,"2018-05-01 00:32:58",NULL,"1254296394-3734123587-1280743612@IRISMSC7.iristel.net",NULL,NULL,NULL
76101334,"2018-05-01 00:33:04",NULL,"1-b75e829b0a020200.56ea426f@68.68.119.104",NULL,NULL,NULL
76101335,"2018-05-01 00:33:04",NULL,"1-b75e829b0a020200.56ea426f@68.68.119.104",NULL,NULL,NULL
76101336,"2018-05-01 00:31:40",NULL,"1-b75e789e0a020200.d2109e5@68.68.119.104",NULL,NULL,NULL
76101337,"2018-05-01 00:31:40",NULL,"1-b75e789e0a020200.d2109e5@68.68.119.104",NULL,NULL,NULL
76101338,"2018-05-01 00:33:08",NULL,"1-582bd9520a010100.861215f@68.68.119.98",NULL,NULL,NULL
76101339,"2018-05-01 00:33:08",NULL,"384ea46c-4cd7-11e8-b2cb-2f851045dcd1",NULL,NULL,NULL
76101340,"2018-05-01 00:32:42",NULL,"1-b75e80460a020200.40f16dbe@68.68.119.104",NULL,NULL,NULL
76101341,"2018-05-01 00:33:08",NULL,"1-582bd9520a010100.861215f@68.68.119.98",NULL,NULL,NULL
76101342,"2018-05-01 00:33:08",NULL,"384ea46c-4cd7-11e8-b2cb-2f851045dcd1",NULL,NULL,NULL
76101343,"2018-05-01 00:32:42",NULL,"1-b75e80460a020200.40f16dbe@68.68.119.104",NULL,NULL,NULL
76101344,"2018-05-01 00:33:49",NULL,"0_3178693775@192.168.1.111",NULL,NULL,NULL
76101345,"2018-05-01 00:33:52",NULL,"579db524-4cd7-11e8-8f8c-0d3c4b5a369c",NULL,NULL,NULL
76101346,"2018-05-01 00:12:35",NULL,"1254163334-3734122363-1377913913@IRISMSC7.iristel.net",NULL,NULL,NULL
76101347,"2018-05-01 00:12:36",NULL,"5f8641a0-4cd4-11e8-8976-0d3c4b5a369c",NULL,NULL,NULL
76101348,"2018-05-01 00:29:54",NULL,"39fdb73dad5104ca",NULL,NULL,NULL
76101349,"2018-05-01 00:29:56",NULL,"cb32357e-4cd6-11e8-828f-e347ddf0485a",NULL,NULL,NULL
76101350,"2018-05-01 00:30:05",NULL,"cb32357e-4cd6-11e8-828f-e347ddf0485a",NULL,NULL,NULL
76101351,"2018-05-01 00:30:05",NULL,"cb32357e-4cd6-11e8-828f-e347ddf0485a",NULL,NULL,NULL
76101352,"2018-05-01 00:34:18",NULL,"1353214127-1721863578-1249978152",NULL,NULL,NULL
76101353,"2018-05-01 00:34:20",NULL,"1254304724-3734123669-1241018059@IRISMSC7.iristel.net",NULL,NULL,NULL
76101354,"2018-05-01 00:34:21",NULL,"696c3b90-4cd7-11e8-8335-e347ddf0485a",NULL,NULL,NULL
76101355,"2018-05-01 00:34:36",NULL,"1-b75e8c5b0a020200.72b7c64d@68.68.119.104",NULL,NULL,NULL
76101356,"2018-05-01 00:34:26",NULL,"1254305365-3734123675-141893344@IRISMSC7.iristel.net",NULL,NULL,NULL
76101357,"2018-05-01 00:34:28",NULL,"6d42a63c-4cd7-11e8-8fc7-0d3c4b5a369c",NULL,NULL,NULL
76101358,"2018-05-01 00:34:36",NULL,"1-b75e8c5b0a020200.72b7c64d@68.68.119.104",NULL,NULL,NULL
76101359,"2018-05-01 00:31:20",NULL,"d4575ec6-c779-1236-c4bb-000c29d9b8bf",NULL,NULL,NULL
76101360,"2018-05-01 00:31:21",NULL,"fd9e1492-4cd6-11e8-82d9-e347ddf0485a",NULL,NULL,NULL
76101361,"2018-05-01 00:35:02",NULL,"1-b75e8ecb0a020200.bbcf428@68.68.119.104",NULL,NULL,NULL
76101362,"2018-05-01 00:35:02",NULL,"1-b75e8ecb0a020200.bbcf428@68.68.119.104",NULL,NULL,NULL
76101363,"2018-05-01 00:27:15",NULL,"10d55f00-64738bfb@10.222.1.67",NULL,NULL,NULL
76101364,"2018-05-01 00:27:16",NULL,"6bcf3898-4cd6-11e8-8e45-0d3c4b5a369c",NULL,NULL,NULL
76101365,"2018-05-01 00:35:25",NULL,"13b311d6-d59fe591@192.168.4.133",NULL,NULL,NULL
76101366,"2018-05-01 00:36:08",NULL,"a3e2a836-4cd7-11e8-8154-f9bd34d2010b",NULL,NULL,NULL
76101367,"2018-05-01 00:35:26",NULL,"8b157bd0-4cd7-11e8-8130-f9bd34d2010b",NULL,NULL,NULL
76101368,"2018-05-01 00:36:08",NULL,"a3e610ac-4cd7-11e8-8159-f9bd34d2010b",NULL,NULL,NULL
76101369,"2018-05-01 00:35:25",NULL,"13b311d6-d59fe591@192.168.4.133",NULL,NULL,NULL
76101370,"2018-05-01 00:35:26",NULL,"8b157bd0-4cd7-11e8-8130-f9bd34d2010b",NULL,NULL,NULL
76101371,"2018-05-01 00:36:08",NULL,"a3e2a836-4cd7-11e8-8154-f9bd34d2010b",NULL,NULL,NULL
76101372,"2018-05-01 00:36:08",NULL,"a3e610ac-4cd7-11e8-8159-f9bd34d2010b",NULL,NULL,NULL
76101373,"2018-05-01 00:33:07",NULL,"1-b75e83140a020200.54f9cfa2@68.68.119.104",NULL,NULL,NULL
76101374,"2018-05-01 00:34:51",NULL,"75e1f784-4cd7-11e8-b35d-2f851045dcd1",NULL,NULL,NULL
76101375,"2018-05-01 00:35:54",NULL,"86C045BE@209.197.130.80",NULL,NULL,NULL
76101376,"2018-05-01 00:34:02",NULL,"1-b75e88d70a020200.3c91ec8e@68.68.119.104",NULL,NULL,NULL
76101377,"2018-05-01 00:34:57",NULL,"79a7a206-4cd7-11e8-b39f-2f851045dcd1",NULL,NULL,NULL
76101378,"2018-05-01 00:36:00",NULL,"a3e610ac-4cd7-11e8-8159-f9bd34d2010b",NULL,NULL,NULL
76101379,"2018-05-01 00:33:07",NULL,"1-b75e83140a020200.54f9cfa2@68.68.119.104",NULL,NULL,NULL
76101380,"2018-05-01 00:34:02",NULL,"1-b75e88d70a020200.3c91ec8e@68.68.119.104",NULL,NULL,NULL
76101381,"2018-05-01 00:34:57",NULL,"79a7a206-4cd7-11e8-b39f-2f851045dcd1",NULL,NULL,NULL
76101382,"2018-05-01 00:34:51",NULL,"75e1f784-4cd7-11e8-b35d-2f851045dcd1",NULL,NULL,NULL
76101383,"2018-05-01 00:35:54",NULL,"86C045BE@209.197.130.80",NULL,NULL,NULL
76101384,"2018-05-01 00:36:13",NULL,"1908097081-1371798930-1694890541",NULL,NULL,NULL
76101385,"2018-05-01 00:35:47",NULL,"9c2e1fd0-4cd7-11e8-9fbc-5dca86831630",NULL,NULL,NULL
76101386,"2018-05-01 00:24:06",NULL,"1254240454-3734123054-591559029@IRISMSC7.iristel.net",NULL,NULL,NULL
76101387,"2018-05-01 00:32:17",NULL,"1f002e90-4cd7-11e8-8f3a-0d3c4b5a369c",NULL,NULL,NULL
76101388,"2018-05-01 00:35:35",NULL,"7c1cdfc3eb8c8a2f73441da6be6613fb",NULL,NULL,NULL
76101389,"2018-05-01 00:36:00",NULL,"a4615c12-4cd7-11e8-901e-0d3c4b5a369c",NULL,NULL,NULL
76101390,"2018-05-01 00:36:00",NULL,"a461bedc-4cd7-11e8-9030-0d3c4b5a369c",NULL,NULL,NULL
76101391,"2018-05-01 00:35:38",NULL,"96d9bf4e-4cd7-11e8-8369-e347ddf0485a",NULL,NULL,NULL
76101392,"2018-05-01 00:24:07",NULL,"fb517cd4-4cd5-11e8-8172-e347ddf0485a",NULL,NULL,NULL
76101393,"2018-05-01 00:35:55",NULL,"9c2e1fd0-4cd7-11e8-9fbc-5dca86831630",NULL,NULL,NULL
76101394,"2018-05-01 00:32:25",NULL,"1f002e90-4cd7-11e8-8f3a-0d3c4b5a369c",NULL,NULL,NULL
76101395,"2018-05-01 00:36:08",NULL,"a3fbf5f2-4cd7-11e8-815e-f9bd34d2010b",NULL,NULL,NULL
76101396,"2018-05-01 00:35:46",NULL,"96d9bf4e-4cd7-11e8-8369-e347ddf0485a",NULL,NULL,NULL
76101397,"2018-05-01 00:32:25",NULL,"1f002e90-4cd7-11e8-8f3a-0d3c4b5a369c",NULL,NULL,NULL
76101398,"2018-05-01 00:35:55",NULL,"9c2e1fd0-4cd7-11e8-9fbc-5dca86831630",NULL,NULL,NULL
76101399,"2018-05-01 00:36:11",NULL,"a4617a80-4cd7-11e8-9024-0d3c4b5a369c",NULL,NULL,NULL
76101400,"2018-05-01 00:36:06",NULL,"a4619808-4cd7-11e8-902a-0d3c4b5a369c",NULL,NULL,NULL
76101401,"2018-05-01 00:35:59",NULL,"1254314986-3734123768-1451866641@IRISMSC7.iristel.net",NULL,NULL,NULL
76101402,"2018-05-01 00:32:14",NULL,"4a80a83379ecc519672691fc11d6b46a@acculogic.cloudpbx.ca",NULL,NULL,NULL
76101403,"2018-05-01 00:36:06",NULL,"e4fa7653-af29138c@192.168.4.133",NULL,NULL,NULL
76101404,"2018-05-01 00:36:35",NULL,"1-b75e96de0a020200.6f510ad0@68.68.119.104",NULL,NULL,NULL
76101405,"2018-05-01 00:35:46",NULL,"96d9bf4e-4cd7-11e8-8369-e347ddf0485a",NULL,NULL,NULL
76101406,"2018-05-01 00:36:06",NULL,"e4fa7653-af29138c@192.168.4.133",NULL,NULL,NULL
76101407,"2018-05-01 00:36:08",NULL,"a3fbf5f2-4cd7-11e8-815e-f9bd34d2010b",NULL,NULL,NULL
76101408,"2018-05-01 00:36:35",NULL,"1-b75e96de0a020200.6f510ad0@68.68.119.104",NULL,NULL,NULL
76101409,"2018-05-01 00:37:18",NULL,"cd7ce684-4cd7-11e8-839e-e347ddf0485a",NULL,NULL,NULL
76101410,"2018-05-01 00:36:49",NULL,"c1a1d798-4cd7-11e8-8382-e347ddf0485a",NULL,NULL,NULL
76101411,"2018-05-01 00:37:08",NULL,"b9fac2d4-259e1ce9@localhost",NULL,NULL,NULL
76101412,"2018-05-01 00:37:09",NULL,"cd7ce684-4cd7-11e8-839e-e347ddf0485a",NULL,NULL,NULL
76101413,"2018-05-01 00:37:18",NULL,"cd7ce684-4cd7-11e8-839e-e347ddf0485a",NULL,NULL,NULL
76101414,"2018-05-01 00:34:36",NULL,"6ce1e248-4cd7-11e8-8fb1-0d3c4b5a369c",NULL,NULL,NULL
76101415,"2018-05-01 00:34:36",NULL,"6ce1e248-4cd7-11e8-8fb1-0d3c4b5a369c",NULL,NULL,NULL
76101416,"2018-05-01 00:33:10",NULL,"1254297493-3734123598-1897059808@IRISMSC7.iristel.net",NULL,NULL,NULL
76101417,"2018-05-01 00:34:27",NULL,"6ce1e248-4cd7-11e8-8fb1-0d3c4b5a369c",NULL,NULL,NULL
76101418,"2018-05-01 00:37:36",NULL,"79956OTY5MGQzZTM3MzhlYjliNzY5MDRkM2U2MjNiMmRjYWE",NULL,NULL,NULL
76101419,"2018-05-01 00:36:48",NULL,"1254319924-3734123817-594659375@IRISMSC7.iristel.net",NULL,NULL,NULL
76101420,"2018-05-01 00:38:04",NULL,"805179051-1596335755-787206843",NULL,NULL,NULL
76101421,"2018-05-01 00:37:26",NULL,"1-5fe0b9bd0a020100.75aa207f@68.68.117.61",NULL,NULL,NULL
76101422,"2018-05-01 00:37:26",NULL,"d26ac242-4cd7-11e8-b45a-2f851045dcd1",NULL,NULL,NULL
76101423,"2018-05-01 00:36:59",NULL,"1-b75e993f0a020200.2f7055dc@68.68.119.104",NULL,NULL,NULL
76101424,"2018-05-01 00:36:59",NULL,"1-b75e993f0a020200.2f7055dc@68.68.119.104",NULL,NULL,NULL
76101425,"2018-05-01 00:37:26",NULL,"d26ac242-4cd7-11e8-b45a-2f851045dcd1",NULL,NULL,NULL
76101426,"2018-05-01 00:37:26",NULL,"1-5fe0b9bd0a020100.75aa207f@68.68.117.61",NULL,NULL,NULL
76101427,"2018-05-01 00:38:26",NULL,"1-b75ea1a30a020200.8877da1@68.68.119.104",NULL,NULL,NULL
76101428,"2018-05-01 00:38:17",NULL,"f0766b74-4cd7-11e8-9fec-5dca86831630",NULL,NULL,NULL
76101429,"2018-05-01 00:38:17",NULL,"f0766b74-4cd7-11e8-9fec-5dca86831630",NULL,NULL,NULL
76101430,"2018-05-01 00:38:26",NULL,"1-b75ea1a30a020200.8877da1@68.68.119.104",NULL,NULL,NULL
76101431,"2018-05-01 00:38:59",NULL,"1844628111-1792698934-1343854729",NULL,NULL,NULL
76101432,"2018-05-01 00:38:58",NULL,"470787495-709307616-1275122218",NULL,NULL,NULL
76101433,"2018-05-01 00:38:15",NULL,"1254328177-3734123895-1845307812@IRISMSC7.iristel.net",NULL,NULL,NULL
76101434,"2018-05-01 00:38:15",NULL,"1254328177-3734123895-1845307812@IRISMSC7.iristel.net",NULL,NULL,NULL
76101435,"2018-05-01 00:39:08",NULL,"0ef9695c-4cd8-11e8-909e-0d3c4b5a369c",NULL,NULL,NULL
76101436,"2018-05-01 00:38:59",NULL,"0ef9695c-4cd8-11e8-909e-0d3c4b5a369c",NULL,NULL,NULL
76101437,"2018-05-01 00:38:57",NULL,"8ed5375a-429c29d3-67c03f38@192.168.161.106",NULL,NULL,NULL
76101438,"2018-05-01 00:39:27",NULL,"1f70b5a6-4cd8-11e8-90fc-0d3c4b5a369c",NULL,NULL,NULL
76101439,"2018-05-01 00:39:08",NULL,"0ef9695c-4cd8-11e8-909e-0d3c4b5a369c",NULL,NULL,NULL
76101440,"2018-05-01 00:39:35",NULL,"1f70b5a6-4cd8-11e8-90fc-0d3c4b5a369c",NULL,NULL,NULL
76101441,"2018-05-01 00:38:15",NULL,"1-582bfd1f0a010100.32f287ba@68.68.119.98",NULL,NULL,NULL
76101442,"2018-05-01 00:38:15",NULL,"ef8c2726-4cd7-11e8-b4b8-2f851045dcd1",NULL,NULL,NULL
76101443,"2018-05-01 00:37:48",NULL,"1-b75e9e5b0a020200.1b3f7195@68.68.119.104",NULL,NULL,NULL
76101444,"2018-05-01 00:39:35",NULL,"1f70b5a6-4cd8-11e8-90fc-0d3c4b5a369c",NULL,NULL,NULL
76101445,"2018-05-01 00:38:15",NULL,"1-582bfd1f0a010100.32f287ba@68.68.119.98",NULL,NULL,NULL
76101446,"2018-05-01 00:38:15",NULL,"ef8c2726-4cd7-11e8-b4b8-2f851045dcd1",NULL,NULL,NULL
76101447,"2018-05-01 00:39:00",NULL,"391717290-691071678-1229068860",NULL,NULL,NULL
76101448,"2018-05-01 00:38:57",NULL,"538217030-1677902180-1691053582",NULL,NULL,NULL
76101449,"2018-05-01 00:39:59",NULL,"295422872-680979689-395372633",NULL,NULL,NULL
