,Unnamed: 0,ID,calldate,callend,duration,connect_duration,progress_time,first_rtp_time,caller,caller_domain,caller_reverse,callername,callername_reverse,called,called_domain,called_reverse,sipcallerip,sipcallerport,sipcalledip,sipcalledport,whohanged,bye,lastSIPresponse_id,lastSIPresponseNum,sighup,dscp,a_index,b_index,a_payload,b_payload,a_saddr,b_saddr,a_received,b_received,a_lost,b_lost,a_ua_id,b_ua_id,a_avgjitter_mult10,b_avgjitter_mult10,a_maxjitter,b_maxjitter,a_sl1,a_sl2,a_sl3,a_sl4,a_sl5,a_sl6,a_sl7,a_sl8,a_sl9,a_sl10,a_d50,a_d70,a_d90,a_d120,a_d150,a_d200,a_d300,b_sl1,b_sl2,b_sl3,b_sl4,b_sl5,b_sl6,b_sl7,b_sl8,b_sl9,b_sl10,b_d50,b_d70,b_d90,b_d120,b_d150,b_d200,b_d300,a_mos_lqo_mult10,b_mos_lqo_mult10,a_mos_f1_mult10,a_mos_f2_mult10,a_mos_adapt_mult10,b_mos_f1_mult10,b_mos_f2_mult10,b_mos_adapt_mult10,a_rtcp_loss,a_rtcp_maxfr,a_rtcp_avgfr_mult10,a_rtcp_maxjitter,a_rtcp_avgjitter_mult10,b_rtcp_loss,b_rtcp_maxfr,b_rtcp_avgfr_mult10,b_rtcp_maxjitter,b_rtcp_avgjitter_mult10,a_last_rtp_from_end,b_last_rtp_from_end,payload,jitter_mult10,mos_min_mult10,a_mos_min_mult10,b_mos_min_mult10,packet_loss_perc_mult1000,a_packet_loss_perc_mult1000,b_packet_loss_perc_mult1000,delay_sum,a_delay_sum,b_delay_sum,delay_avg_mult100,a_delay_avg_mult100,b_delay_avg_mult100,delay_cnt,a_delay_cnt,b_delay_cnt,rtcp_avgfr_mult10,rtcp_avgjitter_mult10,lost,id_sensor,price_operator_mult100,price_operator_currency_id,price_customer_mult100,price_customer_currency_id,reason_sip_cause,reason_sip_text_id,reason_q850_cause,reason_q850_text_id,caller_silence,called_silence,caller_silence_end,called_silence_end,a_mos_xr_min_mult10,b_mos_xr_min_mult10,a_mos_xr_mult10,b_mos_xr_mult10,response_time_100,response_time_xxx,a_mos_f1_min_mult10,a_mos_f2_min_mult10,a_mos_adapt_min_mult10,b_mos_f1_min_mult10,b_mos_f2_min_mult10,b_mos_adapt_min_mult10,a_rtp_ptime,b_rtp_ptime,flags,ipaddr_caller,ipaddr_called,ipaddr_lat_sip_caller,ipaddr_lat_ip_called,ipaddr_lons_ip_caller,ipaddr_lons_ip_called,sipcallerasn,sipcallerasorg,sipcalledasn,sipcalledasorg,a_saddr_asn,a_saddr_asorg,b_saddr_asn,b_saddr_asorg,caller_city_asn,called_city_asn
429,588,76105521,2018-05-01 11:40:07,2018-05-01 11:41:05,58,27,5,5,519923,sanitized,99151+,sanitized,sanitized,141662,sanitized,266141,3227975507,11000,3510265337,5060,caller,3,1,200,0,33685550,1,0,0,0,3227975507,3341778438,2635,2653,1,0,2,,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,2,45,45,45,38,38,0,0,0,0,0,0,0,0,0,0,,,1,801,,,,,,,16,21,,,,,,,,,1,4809,45,45,45,45,45,45,20,20,,192.102.255.83,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,33164,Iristel Inc,,Toronto
430,592,76103987,2018-05-01 10:38:20,2018-05-01 10:38:35,15,6,1,1,519922,sanitized,99151+,sanitized,sanitized,151957,sanitized,759151,3227975504,5060,3510265337,5060,caller,3,1,200,0,33554478,1,0,0,0,3227975507,3495526469,655,665,0,0,2,,130,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,1,0,0,130,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,16,21,,,,,,,,,4,723,45,45,45,45,45,45,20,20,,192.102.255.80,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,33164,Iristel Inc,,Toronto
431,601,76106557,2018-05-01 11:56:01,2018-05-01 11:56:34,33,24,1,9,519923,sanitized,99151+,sanitized,sanitized,151992,sanitized,299151,3227975507,11000,3438593084,5060,caller,3,1,200,0,33685504,1,0,0,0,3227975507,3438593084,1170,1180,1,1,2,,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,0,0,0,2,45,45,45,85,85,85,0,0,0,0,0,0,0,0,0,0,0,1,801,,,,,,,16,21,,,,,,,,,6,1404,45,45,45,45,45,45,20,20,,192.102.255.83,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
432,603,76106564,2018-05-01 11:56:01,2018-05-01 11:56:34,33,24,1,9,519923,sanitized,99151+,sanitized,sanitized,151992,sanitized,299151,3227975504,5060,3438593084,5060,caller,3,1,200,0,33554432,1,0,0,0,3227975507,3438593084,1171,1182,0,0,2,,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,0,0,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,16,21,,,,,,,,,50,1398,45,45,45,45,45,45,20,20,,192.102.255.80,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
433,604,76108360,2018-05-01 12:18:04,2018-05-01 12:18:22,18,7,1,1,519963,sanitized,99151+,sanitized,sanitized,151966,sanitized,669151,3227975506,11000,3510265337,5060,caller,3,1,200,0,33685550,1,0,0,0,3227975506,3495526469,836,853,0,0,2,,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,16,21,,,,,,,,,1,773,45,45,45,45,45,45,20,20,,192.102.255.82,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,33164,Iristel Inc,,Toronto
434,610,76109395,2018-05-01 12:23:44,2018-05-01 12:27:41,237,220,2,17,519963,sanitized,99151+,sanitized,sanitized,151965,sanitized,569151,3227975504,5060,3438593084,5060,caller,3,1,200,0,33554432,1,0,0,0,3227975506,3438593084,10978,10997,0,0,2,,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,1,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,16,21,,,,,,,,,50,1803,45,45,45,45,45,45,20,20,,192.102.255.80,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
435,613,76107619,2018-05-01 12:07:06,2018-05-01 12:10:58,232,217,1,1,519923,sanitized,99151+,sanitized,sanitized,151949,sanitized,949151,3227975504,5060,3510265337,5060,callee,3,1,200,0,33554432,1,0,0,0,3227975507,3495526469,11518,11524,0,0,2,,134,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,134,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,16,,,,,,,,,,4,580,45,45,45,45,45,45,20,20,,192.102.255.80,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,33164,Iristel Inc,,Toronto
436,614,76109414,2018-05-01 12:23:44,2018-05-01 12:27:41,237,220,2,17,519963,sanitized,99151+,sanitized,sanitized,151965,sanitized,569151,3227975506,11000,3438593084,5060,caller,3,1,200,0,33685504,1,0,0,0,3227975506,3438593084,10975,10999,3,0,2,,2,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,1,0,0,2,45,45,45,27,27,0,0,0,0,0,0,0,0,0,0,0,0,3,801,,,,,,,16,21,,,,,,,,,2,1804,45,45,45,45,45,45,20,20,,192.102.255.82,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
437,615,76107625,2018-05-01 12:07:06,2018-05-01 12:10:58,232,217,1,1,519923,sanitized,99151+,sanitized,sanitized,151949,sanitized,949151,3227975507,11000,3510265337,5060,callee,3,1,200,0,33685504,1,0,0,0,3227975507,3495526469,11519,11525,0,0,2,,134,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,134,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,16,,,,,,,,,,1,581,45,45,45,45,45,45,20,20,,192.102.255.83,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,33164,Iristel Inc,,Toronto
438,616,76101751,2018-05-01 00:56:36,2018-05-01 01:00:05,209,196,1,1,519923,sanitized,99151+,sanitized,sanitized,151927,sanitized,729151,3227975504,5060,3510265337,5060,callee,3,1,200,0,33554432,1,0,0,0,3227975506,3468626997,10376,10394,0,0,2,,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,16,,,,,,,,,,3,639,45,45,45,45,45,45,20,20,,192.102.255.80,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,812,Rogers Communications Canada Inc.,,Toronto
439,618,76101496,2018-05-01 00:15:26,2018-05-01 00:43:43,1697,1688,1,9,519923,sanitized,99151+,sanitized,sanitized,151992,sanitized,299151,3227975506,11000,3438593084,5060,caller,3,1,200,0,33685504,1,0,0,0,3227975506,3438593084,84173,84410,2,15,2,,3,2,6,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,1,0,65535,65535,,,,,,0,0,0,3,45,45,45,18,2,18,120,120,0,6000,6000,0,2,2,0,0,65535,15,801,,,,,,,16,21,,,,,,,,,1,1352,45,45,42,45,45,45,20,20,,192.102.255.82,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
440,622,76101755,2018-05-01 00:56:36,2018-05-01 01:00:05,209,196,1,1,519923,sanitized,99151+,sanitized,sanitized,151927,sanitized,729151,3227975506,11000,3510265337,5060,callee,3,1,200,0,33685504,1,0,0,0,3227975506,3468626997,10375,10395,2,0,2,,2,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,0,0,0,2,45,45,45,19,19,0,0,0,0,0,0,0,0,0,0,0,0,2,801,,,,,,,16,,,,,,,,,,0,640,45,45,45,45,45,45,20,20,,192.102.255.82,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,812,Rogers Communications Canada Inc.,,Toronto
441,624,76101500,2018-05-01 00:15:26,2018-05-01 00:43:43,1697,1688,1,9,519923,sanitized,99151+,sanitized,sanitized,151992,sanitized,299151,3227975504,5060,3438593084,5060,caller,3,1,200,0,33554432,1,0,0,0,3227975506,3438593084,84174,84424,0,0,2,,2,1,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,1,0,65535,65535,,,,,,0,0,0,2,45,45,45,0,0,0,120,120,0,6000,6000,0,2,2,0,0,65535,0,802,,,,,,,16,21,,,,,,,,,50,1351,45,45,42,45,45,45,20,20,,192.102.255.80,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
442,630,76101250,2018-05-01 00:19:44,2018-05-01 00:28:05,501,490,2,11,519923,sanitized,99151+,sanitized,sanitized,151992,sanitized,299151,3227975506,11000,3438593084,5060,caller,3,1,200,0,33685504,1,0,0,0,3227975506,3438593084,24434,24451,0,0,2,,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,1,1,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,,,,,,,16,21,,,,,,,,,6,1358,45,45,45,45,45,45,20,20,,192.102.255.82,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
443,631,76101255,2018-05-01 00:19:44,2018-05-01 00:28:05,501,490,2,11,519923,sanitized,99151+,sanitized,sanitized,151992,sanitized,299151,3227975504,5060,3438593084,5060,caller,3,1,200,0,33554432,1,0,0,0,3227975506,3438593084,24434,24452,0,0,2,,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,1,1,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,16,21,,,,,,,,,50,1352,45,45,45,45,45,45,20,20,,192.102.255.80,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
444,632,76108423,2018-05-01 12:18:35,2018-05-01 12:19:23,48,25,2,23,519963,sanitized,99151+,sanitized,sanitized,151966,sanitized,669151,3227975506,11000,3438593084,5060,caller,3,1,200,0,33685504,1,0,0,0,3227975506,3438593084,1249,1261,0,0,2,,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,,,,,,,16,21,,,,,,,,,1,2065,45,45,45,45,45,45,20,20,,192.102.255.82,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
445,633,76104337,2018-05-01 10:56:03,2018-05-01 10:56:47,44,28,5,5,519923,sanitized,99151+,sanitized,sanitized,151937,sanitized,739151,3227975507,11000,3438593084,5060,callee,3,1,200,0,33685504,1,0,0,0,3227975507,3438593084,1953,1958,0,0,2,,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,,,,,,,,,,,,,,,,,1,5162,45,45,45,45,45,45,20,20,,192.102.255.83,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
446,634,76104339,2018-05-01 10:56:03,2018-05-01 10:56:47,44,28,5,5,519923,sanitized,99151+,sanitized,sanitized,151937,sanitized,739151,3227975504,5060,3438593084,5060,callee,3,1,200,0,33554432,1,0,0,0,3227975507,3438593084,1952,1958,0,0,2,,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,,,,,,,,,,,49,5160,45,45,45,45,45,45,20,20,,192.102.255.80,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
447,635,76103832,2018-05-01 10:11:05,2018-05-01 10:11:19,14,13,0,0,519923,sanitized,99151+,sanitized,sanitized,151937,sanitized,739151,3227975504,5060,3510265337,5060,caller,3,1,200,0,33554432,1,0,0,0,3227975507,3495526469,658,676,0,0,2,,130,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,130,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,16,21,,,,,,,,,4,542,45,45,45,45,45,45,20,20,,192.102.255.80,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,33164,Iristel Inc,,Toronto
448,636,76101018,2018-05-01 00:12:51,2018-05-01 00:19:00,369,348,1,21,519923,sanitized,99151+,sanitized,sanitized,151992,sanitized,299151,3227975507,11000,3438593084,5060,caller,3,1,200,0,33685504,1,0,0,0,3227975507,3438593084,16917,16919,1,1,2,,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,10,10,0,2,45,45,45,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1,801,,,,,,,16,21,,,,,,,,,1,1310,45,45,45,45,45,45,20,20,,192.102.255.83,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
449,637,76103834,2018-05-01 10:11:05,2018-05-01 10:11:19,14,13,0,0,519923,sanitized,99151+,sanitized,sanitized,151937,sanitized,739151,3227975507,11000,3510265337,5060,caller,3,1,200,0,33685504,1,0,0,0,3227975507,3495526469,658,678,0,0,2,,130,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,130,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,16,21,,,,,,,,,1,543,45,45,45,45,45,45,20,20,,192.102.255.83,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,33164,Iristel Inc,,Toronto
450,638,76101022,2018-05-01 00:12:51,2018-05-01 00:19:00,369,348,1,21,519923,sanitized,99151+,sanitized,sanitized,151992,sanitized,299151,3227975504,5060,3438593084,5060,caller,3,1,200,0,33554432,1,0,0,0,3227975507,3438593084,16917,16919,0,0,2,,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,10,10,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,16,21,,,,,,,,,49,1309,45,45,45,45,45,45,20,20,,192.102.255.80,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
451,639,76106146,2018-05-01 11:49:16,2018-05-01 11:50:55,99,84,6,6,519923,sanitized,99151+,sanitized,sanitized,151992,sanitized,299151,3227975507,11000,3438593084,5060,caller,3,1,200,0,33685504,1,0,0,0,3227975507,3438593084,4629,4642,0,1,2,,2,2,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,44,45,44,45,45,45,0,0,0,0,0,,,,,,0,0,0,2,45,45,45,22,0,22,140,140,0,7000,7000,0,2,2,0,0,0,1,801,,,,,,,16,21,,,,,,,,,1,6650,42,45,38,45,45,45,20,20,,192.102.255.83,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
452,640,76105123,2018-05-01 11:25:53,2018-05-01 11:30:11,258,239,3,3,519923,sanitized,99151+,sanitized,sanitized,151992,sanitized,299151,3227975504,5060,3510265337,5060,callee,3,1,200,0,33554432,1,0,0,0,3227975506,3495526469,12735,12744,0,0,2,,134,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,134,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,16,,,,,,,,,,4,3254,45,45,45,45,45,45,20,20,,192.102.255.80,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,33164,Iristel Inc,,Toronto
453,642,76105125,2018-05-01 11:25:53,2018-05-01 11:30:11,258,239,3,3,519923,sanitized,99151+,sanitized,sanitized,151992,sanitized,299151,3227975506,11000,3510265337,5060,callee,3,1,200,0,33685504,1,0,0,0,3227975506,3495526469,12736,12746,0,0,2,,134,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,134,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,16,,,,,,,,,,1,3255,45,45,45,45,45,45,20,20,,192.102.255.82,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,33164,Iristel Inc,,Toronto
454,643,76108454,2018-05-01 12:18:35,2018-05-01 12:19:23,48,25,2,23,519963,sanitized,99151+,sanitized,sanitized,151966,sanitized,669151,3227975504,5060,3438593084,5060,caller,3,1,200,0,33554432,1,0,0,0,3227975506,3438593084,1249,1260,0,0,2,,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,,,,,,,16,21,,,,,,,,,49,2064,45,45,45,45,45,45,20,20,,192.102.255.80,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
455,646,76106155,2018-05-01 11:49:16,2018-05-01 11:50:55,99,84,6,6,519923,sanitized,99151+,sanitized,sanitized,151992,sanitized,299151,3227975504,5060,3438593084,5060,caller,3,1,200,0,33554432,1,0,0,0,3227975507,3438593084,4628,4643,0,0,2,,2,2,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,44,45,45,45,0,0,0,0,0,,,,,,0,0,0,2,45,45,45,0,0,0,140,140,0,7000,7000,0,2,2,0,0,0,0,802,,,,,,,16,21,,,,,,,,,49,6649,45,45,38,45,45,45,20,20,,192.102.255.80,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,393755,CloudPBX,5071,Navigata Communications Limited,393755,CloudPBX,5071,Navigata Communications Limited,,Toronto
456,649,76105906,2018-05-01 11:46:41,2018-05-01 11:47:02,21,12,1,1,519923,sanitized,99151+,sanitized,sanitized,170544,sanitized,445071,3227975504,5060,3510265337,5060,callee,3,1,200,0,33554432,1,0,0,0,3227975506,3495526469,978,995,0,0,2,,3,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,41,45,45,45,,,,,,,,,,,0,0,0,3,45,45,45,0,0,0,135,135,0,13500,13500,0,1,1,0,,,0,802,,,,,,,16,,,,,,,,,,4,894,45,45,36,45,45,45,20,20,,192.102.255.80,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,33164,Iristel Inc,,Toronto
457,651,76104372,2018-05-01 10:57:43,2018-05-01 10:57:51,8,7,1,1,519923,sanitized,99151+,sanitized,sanitized,151937,sanitized,739151,3227975507,11000,3510265337,5060,caller,3,1,200,0,33685550,0,1,0,0,3227975507,3495526469,370,376,0,0,2,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,16,21,,,,,,,,,1,620,45,45,45,45,45,45,20,20,,192.102.255.83,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,33164,Iristel Inc,,Toronto
458,653,76104374,2018-05-01 10:57:43,2018-05-01 10:57:51,8,7,1,1,519923,sanitized,99151+,sanitized,sanitized,151937,sanitized,739151,3227975504,5060,3510265337,5060,caller,3,1,200,0,33554478,0,1,0,0,3227975507,3495526469,369,375,0,0,2,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,16,21,,,,,,,,,4,619,45,45,45,45,45,45,20,20,,192.102.255.80,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,393755,CloudPBX,33164,Iristel Inc,393755,CloudPBX,33164,Iristel Inc,,Toronto
